-1.798709106445312500e+02 2.330502471923828125e+02 5.149460601806640625e+01
-2.001493377685546875e+02 2.139608459472656250e+02 5.659999084472656250e+01
-1.886353607177734375e+02 2.145531768798828125e+02 -9.913696289062500000e+00
-1.792312469482421875e+02 2.228782653808593750e+02 7.548470306396484375e+01
-1.976821899414062500e+02 2.096352844238281250e+02 -1.280355262756347656e+01
-2.082723236083984375e+02 2.060550231933593750e+02 5.426947784423828125e+01
-1.857785491943359375e+02 2.230772705078125000e+02 5.103611755371093750e+01
-1.839616546630859375e+02 2.104064941406250000e+02 7.351174163818359375e+01
-1.930028533935546875e+02 2.124134979248046875e+02 6.442066955566406250e+01
-2.097599639892578125e+02 2.019432525634765625e+02 -4.236195373535156250e+01
-1.797910614013671875e+02 2.257631683349609375e+02 7.740632629394531250e+01
-1.841630249023437500e+02 2.242043762207031250e+02 5.220632553100585938e+01
-1.871085968017578125e+02 2.114372863769531250e+02 7.241625976562500000e+01
-1.779437561035156250e+02 2.078287963867187500e+02 7.123037719726562500e+01
-2.079381256103515625e+02 2.056284790039062500e+02 1.732208633422851562e+01
-1.964319610595703125e+02 2.000744476318359375e+02 -3.448650360107421875e+01
-1.889763946533203125e+02 2.117363891601562500e+02 4.785453033447265625e+01
-2.055364074707031250e+02 2.103787841796875000e+02 5.381660461425781250e+01
-1.958160095214843750e+02 2.189239196777343750e+02 1.559241676330566406e+01
-1.899381103515625000e+02 2.283400115966796875e+02 8.915815353393554688e+00
-1.784094848632812500e+02 2.075198516845703125e+02 3.763787460327148438e+01
-1.832829589843750000e+02 2.043956756591796875e+02 8.693218994140625000e+01
-1.784270019531250000e+02 2.213471832275390625e+02 -1.506118488311767578e+01
-1.804526672363281250e+02 2.308474578857421875e+02 3.708018875122070312e+01
-1.996537017822265625e+02 2.050449981689453125e+02 6.728207397460937500e+01
-1.797204132080078125e+02 2.110079803466796875e+02 6.395239257812500000e+01
-1.841738433837890625e+02 2.044335021972656250e+02 4.850694179534912109e+00
-1.812158355712890625e+02 2.112461853027343750e+02 6.021490097045898438e+01
-2.023631591796875000e+02 2.009101867675781250e+02 5.773295402526855469e+00
-2.037526245117187500e+02 2.109289703369140625e+02 5.746368026733398438e+01
-1.871838073730468750e+02 2.121425628662109375e+02 4.606586837768554688e+01
-1.832571411132812500e+02 2.235772705078125000e+02 7.634795379638671875e+01
-2.153195800781250000e+02 2.025487060546875000e+02 4.593386077880859375e+01
-1.919550476074218750e+02 2.002198638916015625e+02 5.301717281341552734e+00
-1.873325500488281250e+02 2.104511108398437500e+02 7.183190917968750000e+01
-1.785919189453125000e+02 2.309778900146484375e+02 5.737867736816406250e+01
-1.787861480712890625e+02 2.235640716552734375e+02 7.131551361083984375e+01
-1.933986206054687500e+02 2.071193847656250000e+02 2.123807668685913086e+00
-1.808908843994140625e+02 2.301688385009765625e+02 5.695282745361328125e+01
-1.835836791992187500e+02 2.177148742675781250e+02 -1.247154426574707031e+01
-1.928247222900390625e+02 1.986979370117187500e+02 2.565923690795898438e+01
-1.960696563720703125e+02 2.142716369628906250e+02 4.812602996826171875e+01
-1.919010467529296875e+02 2.260484619140625000e+02 -1.374933052062988281e+01
-1.927690429687500000e+02 2.236161804199218750e+02 4.879151916503906250e+01
-1.834690399169921875e+02 2.291152648925781250e+02 4.821475219726562500e+01
