pgc,Name,RA,DE,GLong,GLat,SGL,SGB,Ty,B_t,K_t,lgL_K,Vhel,Vls,D_i,eDi,PGC1,PGC1+,Ng,gGLong,gGLat,gSGL,gSGB,gK_t,glgL_K,gVh,gVls,gND,gD,geD,gsigL,gsigV,gR2t,gRdyn,gMassL,gMassdyn,SGX,SGY,SGZ
2166347,PGC2166347,208.5590,40.4773,82.7617,71.3925,78.5614,21.2764,-5.0,17.98,13.56,8.93,2738,2829,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,6.00,29.66,11.78
2167946,PGC2167946,231.6853,40.5802,65.9250,55.4084,76.6110,38.7235,10.0,18.68,15.38,8.31,2749,2900,0.00,0,55104,55104,3,65.9041,55.4214,76.6316,38.7164,10.07,10.44,2677,2829,1,40.18,14,81,58,0.219,0.086,12.025,11.418,7.28,30.57,25.19
2171375,PGC2171375,208.5317,40.8171,83.5987,71.1833,78.1961,21.2722,3.2,15.74,13.10,9.12,2715,2809,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,6.19,29.59,11.77
2172303,PGC2172303,155.1102,40.8781,179.1350,56.1500,64.3777,-16.1016,9.0,19.06,15.89,7.34,1155,1165,0.00,0,2172303,2172303,1,179.1350,56.1500,64.3777,-16.1016,15.89,7.34,1155,1165,0,0.00,0,20,0,0.053,,10.173,,6.45,13.46,-4.31
2172518,PGC2172518,217.3929,40.8915,73.5314,65.5812,78.0898,27.9715,4.6,15.96,14.70,8.59,2735,2850,0.00,0,2172518,2172518,1,73.5314,65.5812,78.0898,27.9715,14.70,8.59,2735,2850,0,0.00,0,32,0,0.086,,10.801,,6.93,32.84,17.82
2172985,PGC2172985,138.6481,40.9235,181.0321,43.7844,54.8814,-24.7864,7.0,17.54,14.20,8.70,2679,2688,0.00,0,26034,26034,6,181.5380,43.8043,55.1459,-25.0625,8.43,11.01,2570,2577,2,49.63,11,133,78,0.360,0.668,12.670,12.568,26.00,36.97,-20.87
2173146,PGC2173146,217.3923,40.9340,73.6236,65.5625,78.0417,27.9687,9.0,17.32,14.92,8.48,2654,2769,0.00,0,2173146,2173146,1,73.6236,65.5625,78.0417,27.9687,14.92,8.48,2654,2769,0,0.00,0,30,0,0.082,,10.744,,6.76,31.90,17.31
2173650,PGC2173650,188.7429,40.9645,135.6573,75.7544,75.6654,6.5463,,17.87,15.13,8.27,2349,2400,0.00,0,2173650,2173650,1,135.6573,75.7544,75.6654,6.5463,15.13,8.27,2349,2400,0,0.00,0,28,0,0.076,,10.640,,7.87,30.80,3.65
2175057,PGC2175057,170.8217,41.0605,169.7090,67.1539,70.7397,-6.0261,3.8,16.27,14.01,8.96,3157,3182,0.00,0,2175057,2175057,1,169.7090,67.1539,70.7397,-6.0261,14.01,8.96,3157,3182,0,0.00,0,36,0,0.099,,10.987,,13.92,39.83,-4.45
2175257,PGC2175257,198.4004,41.0727,106.2292,75.3288,77.1080,13.6903,8.0,17.68,15.08,8.33,2451,2522,0.00,0,2175257,2175257,1,106.2292,75.3288,77.1080,13.6903,15.08,8.33,2451,2522,0,0.00,0,29,0,0.078,,10.672,,7.29,31.85,7.96
2175798,PGC2175798,207.5966,41.1056,85.7662,71.5013,77.8484,20.5820,10.0,17.87,15.07,8.33,2217,2309,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,6.26,29.08,11.17
2176295,PGC2176295,208.8647,41.1389,83.8207,70.7814,77.8629,21.5377,-5.0,17.78,13.03,9.14,2246,2342,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,6.22,28.94,11.68
2176737,PGC2176737,112.7454,41.1666,177.5392,24.5306,34.4707,-32.5174,9.0,16.02,13.76,7.97,874,907,0.00,0,2176737,2176737,1,177.5392,24.5306,34.4707,-32.5174,13.76,7.97,874,907,0,0.00,0,25,0,0.068,,10.491,,8.41,5.77,-6.50
2176799,PGC2176799,195.2900,41.1702,115.4461,75.8165,76.5921,11.4000,5.0,16.88,13.30,9.28,3248,3313,0.00,0,2176799,2176799,1,115.4461,75.8165,76.5921,11.4000,13.30,9.28,3248,3313,0,0.00,0,42,0,0.113,,11.158,,10.04,42.12,8.73
2176812,PGC2176812,254.0589,41.1713,65.4503,38.5305,65.6835,53.8722,9.0,17.77,15.04,8.25,2032,2244,0.00,0,2176812,2176812,1,65.4503,38.5305,65.6835,53.8722,15.04,8.25,2032,2244,0,0.00,0,28,0,0.075,,10.629,,7.26,16.08,24.17
2178884,PGC2178884,207.9747,41.3000,85.5807,71.1619,77.6571,20.8765,,18.17,15.36,8.21,2596,2690,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,6.45,29.47,11.51
2179608,PGC2179608,134.7971,41.3428,180.3742,40.8945,51.9956,-26.1277,7.0,16.70,14.01,8.82,2671,2684,0.00,0,2179608,2179608,1,180.3742,40.8945,51.9956,-26.1277,14.01,8.82,2671,2684,0,0.00,0,34,0,0.093,,10.913,,19.78,25.32,-15.76
2179990,PGC2179990,198.6992,41.3665,105.8008,74.9756,76.8450,13.9578,10.0,16.65,14.22,8.12,1252,1325,0.00,0,46162,46386,2,104.9619,75.1516,77.1129,14.0585,13.20,8.53,1256,1329,0,0.00,0,31,4,0.084,0.142,10.769,9.354,3.91,16.74,4.27
2180558,PGC2180558,182.1021,41.4013,151.9341,73.2160,73.7613,1.9037,10.0,16.88,14.47,7.75,929,971,0.00,0,2180558,2180558,1,151.9341,73.2160,73.7613,1.9037,14.47,7.75,929,971,0,0.00,0,23,0,0.062,,10.380,,3.62,12.42,0.43
2180927,PGC2180927,226.5110,41.4263,69.1464,59.0034,76.5578,34.7288,7.0,17.43,14.04,8.82,2589,2730,0.00,0,2180927,2180927,1,69.1464,59.0034,76.5578,34.7288,14.04,8.82,2589,2730,0,0.00,0,34,0,0.093,,10.914,,6.96,29.10,20.74
2182927,PGC2182927,206.1908,41.5566,89.1957,71.8997,77.2988,19.5567,10.0,17.48,14.80,8.51,2726,2817,0.00,0,48767,48767,9,89.1189,71.7418,77.1990,19.6858,8.12,11.18,2614,2706,2,38.68,10,154,87,0.416,0.320,12.861,12.348,8.05,35.69,13.00
2183147,PGC2183147,145.9291,41.5692,179.7383,49.2229,58.9375,-20.7381,10.0,17.39,13.15,8.62,1403,1415,0.00,0,27792,27792,2,180.4189,49.1572,59.1793,-21.1269,10.44,9.71,1435,1445,0,0.00,0,51,32,0.138,0.165,11.423,11.176,9.28,15.40,-6.81
2183225,PGC2183225,186.7625,41.5732,140.4734,74.7140,74.6704,5.2787,8.0,16.82,14.07,8.59,2069,2120,0.00,0,2183225,2183225,1,140.4734,74.7140,74.6704,5.2787,14.07,8.59,2069,2120,0,0.00,0,32,0,0.085,,10.799,,7.44,27.15,2.60
2184231,PGC2184231,207.2502,41.6329,87.5076,71.3083,77.2709,20.3522,9.0,18.17,15.18,8.29,2417,2511,0.00,0,2184231,49356,1,87.5076,71.3083,77.2709,20.3522,15.18,8.29,2417,2511,0,0.00,0,28,0,0.076,,10.650,,6.92,30.62,11.64
2184302,PGC2184302,146.8264,41.6379,179.5278,49.8834,59.4008,-20.2219,10.0,17.73,15.18,7.78,1389,1401,0.00,0,2184302,27792,1,179.5278,49.8834,59.4008,-20.2219,15.18,7.78,1389,1401,0,0.00,0,23,0,0.063,,10.396,,8.92,15.09,-6.46
2184997,PGC2184997,206.0620,41.6773,89.6839,71.8720,77.1640,19.4691,-5.0,17.11,12.97,9.24,2628,2719,0.00,0,48767,48767,9,89.1189,71.7418,77.1990,19.6858,8.12,11.18,2614,2706,2,38.68,10,154,87,0.416,0.320,12.861,12.348,8.11,35.57,12.90
2187584,PGC2187584,200.8674,41.8290,100.9441,73.9039,76.6060,15.6280,9.0,18.10,15.25,8.54,3386,3466,0.00,0,2187584,46646,1,100.9441,73.9039,76.6060,15.6280,15.25,8.54,3386,3466,0,0.00,0,31,0,0.084,,10.776,,10.31,43.29,12.45
2190150,PGC2190150,138.5071,41.9754,179.5768,43.6757,54.0917,-24.0115,10.0,18.14,15.38,7.90,1740,1755,0.00,0,2190150,26232,1,179.5768,43.6757,54.0917,-24.0115,15.38,7.90,1740,1755,0,0.00,0,24,0,0.066,,10.455,,12.54,17.31,-9.52
2191098,PGC2191098,207.5664,42.0269,87.8195,70.8604,76.8643,20.6086,7.0,17.47,14.21,8.60,2209,2305,0.00,0,2191098,49356,1,87.8195,70.8604,76.8643,20.6086,14.21,8.60,2209,2305,0,0.00,0,32,0,0.086,,10.807,,6.54,28.01,10.82
2193027,PGC2193027,139.4313,42.1345,179.3386,44.3588,54.5823,-23.4689,-5.0,18.53,13.98,8.56,1955,1971,0.00,0,2193027,2193027,1,179.3386,44.3588,54.5823,-23.4689,13.98,8.56,1955,1971,0,0.00,0,31,0,0.085,,10.785,,13.97,19.65,-10.47
2193635,PGC2193635,206.1447,42.1696,90.5493,71.4572,76.6474,19.5638,7.0,16.30,13.26,9.12,2674,2767,0.00,0,48767,48767,9,89.1189,71.7418,77.1990,19.6858,8.12,11.18,2614,2706,2,38.68,10,154,87,0.416,0.320,12.861,12.348,8.44,35.54,12.98
2193776,PGC2193776,138.2045,42.1776,179.3011,43.4488,53.7621,-23.9839,9.0,18.25,15.53,7.81,1672,1688,0.00,0,2198545,26232,2,179.0974,43.3896,53.6148,-23.8987,14.51,8.21,1674,1690,0,0.00,0,27,3,0.074,0.103,10.612,8.814,12.17,16.60,-9.16
2193866,PGC2193866,222.6368,42.1820,72.5221,61.4745,76.1894,31.7599,,18.10,15.30,8.25,2393,2527,0.00,0,2193866,2193866,1,72.5221,61.4745,76.1894,31.7599,15.30,8.25,2393,2527,0,0.00,0,28,0,0.075,,10.628,,6.84,27.82,17.73
2198545,PGC2198545,138.0767,42.4217,178.9667,43.3513,53.5202,-23.8439,10.0,17.66,15.05,8.00,1675,1693,0.00,0,2198545,26232,2,179.0974,43.3896,53.6148,-23.8987,14.51,8.21,1674,1690,0,0.00,0,27,3,0.074,0.103,10.612,8.814,12.26,16.57,-9.11
2201393,PGC2201393,253.9980,42.5599,67.2191,38.6701,63.8606,53.0053,6.0,16.15,13.46,9.06,2560,2775,0.00,0,2201393,2201393,1,67.2191,38.6701,63.8606,53.0053,13.46,9.06,2560,2775,0,0.00,0,38,0,0.103,,11.037,,9.81,19.99,29.55
2203407,PGC2203407,137.7851,42.6563,178.6487,43.1334,53.1793,-23.7817,10.0,16.17,13.39,8.57,1496,1515,0.00,0,2203407,2203407,1,178.6487,43.1334,53.1793,-23.7817,13.39,8.57,1496,1515,0,0.00,0,31,0,0.085,,10.788,,11.08,14.80,-8.15
2204358,PGC2204358,191.2815,42.7023,127.2404,74.3732,74.4347,8.8066,9.0,17.93,15.84,8.00,2365,2430,0.00,0,2204358,42663,1,127.2404,74.3732,74.4347,8.8066,15.84,8.00,2365,2430,0,0.00,0,25,0,0.068,,10.504,,8.59,30.84,4.96
2204813,PGC2204813,252.6918,42.7226,67.3673,39.6378,64.5909,52.1378,10.0,16.51,14.53,7.88,932,1144,0.00,0,59083,59083,2,67.3829,39.7626,64.6870,52.0272,10.19,9.61,944,1157,1,23.23,14,49,13,0.132,0.051,11.360,9.901,6.11,12.87,18.33
2206215,PGC2206215,180.0101,42.7897,153.3173,71.1767,71.9243,0.9216,-5.0,17.45,12.92,8.33,1002,1047,0.00,0,37691,37617,10,152.8820,70.2456,70.9915,0.7885,6.72,10.81,883,933,1,20.61,14,111,135,0.301,0.472,12.441,12.893,6.44,19.73,0.33
2206277,PGC2206277,176.1137,42.7925,159.5808,69.2548,70.8478,-1.7272,9.0,18.10,15.75,8.23,3003,3044,0.00,0,2206277,36690,1,159.5808,69.2548,70.8478,-1.7272,15.75,8.23,3003,3044,0,0.00,0,28,0,0.075,,10.619,,13.31,38.32,-1.22
2208172,PGC2208172,170.9912,42.8838,165.6504,66.2774,69.1642,-5.0872,9.0,18.01,15.38,8.23,2542,2577,0.00,0,2208172,2208172,1,165.6504,66.2774,69.1642,-5.0872,15.38,8.23,2542,2577,0,0.00,0,28,0,0.075,,10.621,,12.17,31.99,-3.05
2210950,PGC2210950,199.1726,43.0077,106.6684,73.3141,75.2231,14.5457,7.0,16.61,13.65,9.17,3405,3487,0.00,0,2211475,46646,3,106.4130,73.2670,75.2159,14.6326,12.01,9.83,3357,3439,0,0.00,0,54,2,0.148,0.102,11.511,8.423,11.34,42.98,11.53
2211475,PGC2211475,199.3442,43.0319,106.2881,73.2481,75.2164,14.6732,,16.42,12.40,9.67,3334,3416,0.00,0,2211475,46646,3,106.4130,73.2670,75.2159,14.6326,12.01,9.83,3357,3439,0,0.00,0,54,2,0.148,0.102,11.511,8.423,11.31,42.86,11.61
2213744,PGC2213744,157.0120,43.1323,174.5318,56.9521,63.4398,-13.6004,,17.42,14.65,8.39,2183,2207,0.00,0,2213744,2213744,1,174.5318,56.9521,63.4398,-13.6004,14.65,8.39,2183,2207,0,0.00,0,29,0,0.079,,10.699,,12.79,25.58,-6.92
2214038,PGC2214038,144.8858,43.1469,177.4794,48.2922,57.1869,-20.1118,8.0,16.86,14.46,8.56,2454,2474,0.00,0,2214038,3998159,1,177.4794,48.2922,57.1869,-20.1118,14.46,8.56,2454,2474,0,0.00,0,31,0,0.085,,10.787,,16.79,26.03,-11.34
2214957,PGC2214957,205.8624,43.1885,93.0216,70.7925,75.5545,19.4222,,17.01,14.10,8.75,2509,2606,0.00,0,2214957,49356,1,93.0216,70.7925,75.5545,19.4222,14.10,8.75,2509,2606,0,0.00,0,34,0,0.091,,10.882,,8.18,31.73,11.55
2214975,PGC2214975,139.0991,43.1886,177.8793,44.0814,53.6745,-22.7806,10.0,18.58,15.55,8.20,2666,2688,0.00,0,2214975,25946,1,177.8793,44.0814,53.6745,-22.7806,15.55,8.20,2666,2688,0,0.00,0,27,0,0.074,,10.605,,19.57,26.62,-13.88
2215068,PGC2215068,150.0241,43.1929,176.5369,51.9906,59.9701,-17.4471,9.0,16.68,15.07,7.99,1672,1693,0.00,0,2215068,28894,1,176.5369,51.9906,59.9701,-17.4471,15.07,7.99,1672,1693,0,0.00,0,25,0,0.068,,10.501,,10.78,18.64,-6.77
2217104,PGC2217104,171.2354,43.2828,164.5859,66.1940,68.8881,-4.7476,9.0,17.08,14.57,8.38,2074,2111,0.00,0,2217104,2217104,1,164.5859,66.1940,68.8881,-4.7476,14.57,8.38,2074,2111,0,0.00,0,29,0,0.079,,10.696,,10.10,26.17,-2.33
2228110,PGC2228110,180.8456,43.7443,150.0862,70.7625,71.2423,1.8251,4.7,16.20,14.24,7.81,1054,1106,0.00,0,37691,37617,10,152.8820,70.2456,70.9915,0.7885,6.72,10.81,883,933,1,20.61,14,111,135,0.301,0.472,12.441,12.893,6.70,19.72,0.66
2228154,PGC2228154,112.4376,43.7458,174.7309,24.9784,33.6868,-30.0163,,18.39,15.37,8.43,3184,3230,0.00,0,2228154,21014,1,174.7309,24.9784,33.6868,-30.0163,15.37,8.43,3184,3230,0,0.00,0,30,0,0.081,,10.721,,31.03,20.68,-21.54
2231457,PGC2231457,44.8740,43.8784,146.0393,-13.1730,347.6728,-9.8436,10.0,16.88,14.53,8.50,2167,2362,0.00,0,2231457,2231457,1,146.0393,-13.1730,347.6728,-9.8436,14.53,8.50,2167,2362,0,0.00,0,30,0,0.083,,10.754,,30.31,-6.63,-5.38
2232836,PGC2232836,244.6130,43.9425,69.1633,45.4897,67.7802,46.5088,9.0,17.84,15.18,8.18,2015,2211,0.00,0,2232836,2232836,1,69.1633,45.4897,67.7802,46.5088,15.18,8.18,2015,2211,0,0.00,0,27,0,0.073,,10.594,,7.67,18.78,21.39
2235292,PGC2235292,238.2893,44.0471,70.1385,49.9917,70.3300,42.3390,5.0,17.20,14.04,8.83,2594,2774,0.00,0,2235292,2235292,1,70.1385,49.9917,70.3300,42.3390,14.04,8.83,2594,2774,0,0.00,0,35,0,0.094,,10.921,,9.20,25.74,24.91
2236392,PGC2236392,183.2298,44.0910,144.9995,71.3498,71.4839,3.5604,10.0,18.41,15.59,7.28,978,1035,0.00,0,38440,37617,14,148.7759,71.6177,71.9765,2.4346,6.28,11.00,896,946,5,14.36,7,131,118,0.356,0.289,12.657,12.563,4.59,13.70,0.90
2236491,PGC2236491,204.3084,44.0961,97.3933,70.6914,74.5155,18.3631,-5.0,17.35,12.93,9.27,2642,2739,0.00,0,2236491,48767,1,97.3933,70.6914,74.5155,18.3631,12.93,9.27,2642,2739,0,0.00,0,41,0,0.112,,11.149,,9.25,33.40,11.50
2243722,PGC2243722,177.3789,44.4093,154.6193,68.7163,69.7166,-0.2526,10.0,17.91,15.18,7.39,836,887,0.00,0,2243722,36188,1,154.6193,68.7163,69.7166,-0.2526,15.18,7.39,836,887,0,0.00,0,20,0,0.054,,10.199,,4.10,11.09,-0.05
2245659,PGC2245659,163.6007,44.5005,168.6417,60.8563,65.0803,-8.9237,8.0,17.10,14.59,8.51,2419,2455,0.00,0,2245659,2245659,1,168.6417,60.8563,65.0803,-8.9237,14.59,8.51,2419,2455,0,0.00,0,31,0,0.083,,10.758,,13.63,29.33,-5.08
2246952,PGC2246952,220.2971,44.5593,78.6033,61.9755,73.7003,29.7676,-5.0,17.53,12.98,9.43,3277,3413,0.00,0,52476,52476,3,78.4550,61.9689,73.7604,29.8142,9.93,10.65,3257,3393,1,37.33,18,96,23,0.261,0.050,12.250,10.382,9.10,31.12,18.55
2246960,PGC2246960,178.7416,44.5596,152.2577,69.2158,69.9425,0.7049,-5.0,18.52,13.82,7.97,844,897,0.00,0,37691,37617,10,152.8820,70.2456,70.9915,0.7885,6.72,10.81,883,933,1,20.61,14,111,135,0.301,0.472,12.441,12.893,7.05,19.31,0.25
2249769,PGC2249769,150.9603,44.6860,173.9270,52.3383,59.3088,-15.9363,9.0,17.25,14.61,8.17,1658,1688,0.00,0,2249769,2249769,1,173.9270,52.3383,59.3088,-15.9363,14.61,8.17,1658,1688,0,0.00,0,27,0,0.073,,10.591,,11.05,18.61,-6.18
2251075,PGC2251075,187.7751,44.7469,134.6311,71.9165,71.8033,6.8567,-5.0,17.70,13.24,8.28,948,1016,0.00,0,2251075,2251075,1,134.6311,71.9165,71.8033,6.8567,13.24,8.28,948,1016,0,0.00,0,28,0,0.076,,10.645,,4.20,12.78,1.62
2252667,PGC2252667,216.7297,44.8165,82.0419,63.9907,73.7084,27.2186,9.0,18.19,15.45,8.25,2610,2739,0.00,0,140323,140323,2,82.2865,63.8894,73.5427,27.2282,14.33,8.70,2602,2732,0,0.00,0,33,7,0.089,0.146,10.856,9.859,9.09,31.10,16.67
2256640,PGC2256640,145.0137,44.9921,174.7157,48.1416,55.9440,-18.6839,10.0,17.84,15.49,7.66,1370,1401,0.00,0,2256640,2256640,1,174.7157,48.1416,55.9440,-18.6839,15.49,7.66,1370,1401,0,0.00,0,22,0,0.060,,10.334,,9.91,14.66,-5.98
2257202,PGC2257202,173.0459,45.0185,159.2243,66.1212,67.9036,-2.8150,9.0,17.93,15.58,8.32,3062,3110,0.00,0,2257202,4000972,1,159.2243,66.1212,67.9036,-2.8150,15.58,8.32,3062,3110,0,0.00,0,28,0,0.077,,10.663,,15.58,38.37,-2.04
2260100,PGC2260100,178.9658,45.1627,150.8893,68.8298,69.4396,1.0738,10.0,17.38,14.33,7.77,993,1050,0.00,0,37691,37617,10,152.8820,70.2456,70.9915,0.7885,6.72,10.81,883,933,1,20.61,14,111,135,0.301,0.472,12.441,12.893,7.29,19.44,0.39
2262856,PGC2262856,169.6174,45.3128,162.3105,64.0616,66.5448,-4.8375,9.0,16.98,15.08,8.44,2807,2853,0.00,0,2262856,2262856,1,162.3105,64.0616,66.5448,-4.8375,15.08,8.44,2807,2853,0,0.00,0,30,0,0.081,,10.725,,15.09,34.77,-3.21
2264696,PGC2264696,238.8311,45.4219,72.1260,49.3715,68.4156,42.1646,,17.86,15.11,8.14,1870,2055,0.00,0,56386,56386,2,72.1318,49.3708,68.4109,42.1630,13.73,8.69,1865,2050,0,0.00,0,33,5,0.089,0.003,10.851,7.830,7.46,18.84,18.35
2264856,PGC2264856,217.1445,45.4321,82.8015,63.3980,72.9894,27.4564,6.0,17.27,14.13,8.74,2460,2592,0.00,0,2264856,49356,1,82.8015,63.3980,72.9894,27.4564,14.13,8.74,2460,2592,0,0.00,0,33,0,0.091,,10.874,,8.97,29.33,15.93
2266581,PGC2266581,201.4428,45.5400,104.8104,70.3612,72.8195,16.4665,9.0,17.32,14.25,8.74,2659,2757,0.00,0,2266581,48767,1,104.8104,70.3612,72.8195,16.4665,14.25,8.74,2659,2757,0,0.00,0,34,0,0.091,,10.876,,10.41,33.68,10.42
2267057,PGC2267057,140.4798,45.5678,174.4578,44.9052,52.9589,-20.2924,9.0,17.91,15.38,8.33,2863,2897,0.00,0,2267057,2267057,1,174.4578,44.9052,52.9589,-20.2924,15.38,8.33,2863,2897,0,0.00,0,29,0,0.078,,10.672,,21.82,28.92,-13.40
2268755,PGC2268755,180.4862,45.6767,147.6324,69.0050,69.3396,2.2540,5.3,16.29,14.75,8.71,3299,3360,0.00,0,2268755,2268755,1,147.6324,69.0050,69.3396,2.2540,14.75,8.71,3299,3360,0,0.00,0,33,0,0.090,,10.863,,15.80,41.89,1.76
2268959,PGC2268959,169.6112,45.6899,161.6300,63.8316,66.2091,-4.6634,9.0,17.83,15.04,8.28,2277,2325,0.00,0,34561,34561,3,161.5455,63.7846,66.1506,-4.6490,10.07,10.27,2290,2338,1,34.99,14,72,30,0.194,0.040,11.867,10.508,14.06,31.89,-2.84
2269104,PGC2269104,125.2833,45.6992,174.3277,34.2946,42.9578,-25.5728,9.0,17.33,14.59,8.42,2188,2230,0.00,0,2269104,23660,1,174.3277,34.2946,42.9578,-25.5728,14.59,8.42,2188,2230,0,0.00,0,30,0,0.080,,10.717,,19.63,18.28,-12.83
2271763,PGC2271763,137.8613,45.8739,174.2423,43.0581,51.1949,-21.1371,6.0,17.16,13.77,9.12,3395,3432,0.00,0,2271763,2271763,1,174.2423,43.0581,51.1949,-21.1371,13.77,9.12,3395,3432,0,0.00,0,39,0,0.105,,11.072,,26.75,33.26,-16.50
2272248,PGC2272248,178.3875,45.9061,150.5789,67.9909,68.5991,0.9711,10.0,17.63,14.33,7.71,805,865,0.00,0,37038,37617,2,151.6997,67.7889,68.5140,0.5112,11.60,8.80,809,868,1,19.59,14,34,4,0.093,0.168,10.905,9.324,7.15,18.23,0.33
2272312,PGC2272312,184.6671,45.9098,139.8877,70.1246,70.0628,5.0877,-5.0,17.35,12.68,8.59,1054,1122,0.00,0,2272312,37617,1,139.8877,70.1246,70.0628,5.0877,12.68,8.59,1054,1122,0,0.00,0,32,0,0.086,,10.800,,5.08,14.01,1.33
2275567,PGC2275567,168.9605,46.1108,161.4879,63.2168,65.6214,-4.8610,9.0,17.80,15.41,8.33,2902,2951,0.00,0,3515857,3515857,3,161.4931,63.1859,65.5941,-4.8759,11.95,9.71,2873,2922,0,0.00,0,51,23,0.139,0.022,11.428,10.029,16.04,35.39,-3.30
2275942,PGC2275942,168.6028,46.1326,161.7760,63.0047,65.4821,-5.0676,10.0,16.82,14.14,8.62,2217,2266,0.00,0,2275942,34232,1,161.7760,63.0047,65.4821,-5.0676,14.14,8.62,2217,2266,0,0.00,0,32,0,0.086,,10.814,,12.49,27.38,-2.67
2275958,PGC2275958,168.8409,46.1329,161.5586,63.1371,65.5618,-4.9230,9.0,17.01,14.32,8.81,3026,3075,0.00,0,2275958,2275958,1,161.5586,63.1371,65.5618,-4.9230,14.32,8.81,3026,3075,0,0.00,0,34,0,0.093,,10.910,,16.90,37.19,-3.52
2278047,PGC2278047,215.3050,46.2550,86.0264,63.9194,72.1920,26.1102,5.0,17.97,14.19,8.63,2215,2346,0.00,0,2278047,49356,1,86.0264,63.9194,72.1920,26.1102,14.19,8.63,2215,2346,0,0.00,0,32,0,0.087,,10.818,,8.59,26.74,13.77
2278109,PGC2278109,229.6683,46.2591,76.2473,55.2955,70.1641,35.8749,9.0,17.80,15.23,8.09,1866,2031,0.00,0,2278109,2278109,1,76.2473,55.2955,70.1641,35.8749,15.23,8.09,1866,2031,0,0.00,0,26,0,0.071,,10.548,,7.45,20.64,15.87
2278603,PGC2278603,210.0135,46.2868,92.1533,66.5280,72.3265,22.4550,8.0,17.85,14.74,8.38,2169,2288,0.00,0,2278603,49356,1,92.1533,66.5280,72.3265,22.4550,14.74,8.38,2169,2288,0,0.00,0,29,0,0.079,,10.697,,8.56,26.86,11.65
2278740,PGC2278740,152.5625,46.2956,170.8802,53.0008,58.8561,-14.0231,10.0,18.23,15.52,7.46,1092,1131,0.00,0,2278740,2278740,1,170.8802,53.0008,58.8561,-14.0231,15.52,7.46,1092,1131,0,0.00,0,20,0,0.056,,10.236,,7.57,12.52,-3.65
2280240,PGC2280240,220.8615,46.3825,81.4709,60.7143,71.5556,29.9077,9.0,17.21,15.29,8.52,3298,3442,0.00,0,2280240,2280240,1,81.4709,60.7143,71.5556,29.9077,15.29,8.52,3298,3442,0,0.00,0,31,0,0.083,,10.765,,12.59,37.74,22.88
2281417,PGC2281417,207.5209,46.4504,95.8542,67.4742,72.1381,20.7364,9.0,17.17,14.85,8.19,1805,1919,0.00,0,2281417,49563,1,95.8542,67.4742,72.1381,20.7364,14.85,8.19,1805,1919,0,0.00,0,27,0,0.073,,10.599,,7.34,22.78,9.06
2282744,PGC2282744,216.2079,46.5281,85.6255,63.2632,71.8305,26.7081,9.0,17.28,14.60,8.49,2296,2430,0.00,0,2282744,49356,1,85.6255,63.2632,71.8305,26.7081,14.60,8.49,2296,2430,0,0.00,0,30,0,0.082,,10.752,,9.03,27.50,14.56
2283026,PGC2283026,203.7150,46.5445,101.9656,68.7765,71.9125,18.1235,9.0,16.95,14.02,8.87,2773,2880,0.00,0,2283026,48767,1,101.9656,68.7765,71.9125,18.1235,14.02,8.87,2773,2880,0,0.00,0,35,0,0.095,,10.942,,11.33,34.69,11.94
2284119,PGC2284119,178.6718,46.6101,149.0736,67.5329,68.0175,1.4141,9.0,17.54,14.76,7.75,1047,1111,0.00,0,2284119,37617,1,149.0736,67.5329,68.0175,1.4141,14.76,7.75,1047,1111,0,0.00,0,23,0,0.062,,10.380,,5.54,13.73,0.37
2284287,PGC2284287,174.9534,46.6199,154.1209,65.9348,67.0128,-0.9339,10.0,16.92,15.05,7.40,702,761,0.00,0,36188,36188,7,154.7819,66.2285,67.3754,-1.0970,9.95,9.44,789,846,0,0.00,0,45,67,0.121,0.072,11.250,11.470,4.36,10.28,-0.18
2285460,PGC2285460,174.7885,46.6875,154.2146,65.8086,66.9045,-1.0091,3.8,16.34,13.23,8.12,836,895,0.00,0,36188,36188,7,154.7819,66.2285,67.3754,-1.0970,9.95,9.44,789,846,0,0.00,0,45,67,0.121,0.072,11.250,11.470,4.45,10.43,-0.20
2285534,PGC2285534,125.5657,46.6918,173.1484,34.5727,42.7263,-24.5832,4.4,16.17,13.86,8.72,2189,2237,0.00,0,2285534,23660,1,173.1484,34.5727,42.7263,-24.5832,13.86,8.72,2189,2237,0,0.00,0,33,0,0.090,,10.864,,19.93,18.40,-12.41
